data;zona;ospedale;diagnosi;numero_ricoveri
15/01/2025 00:00;Nord;Sacco;infezioni;2
15/01/2025 00:00;Nord;Sacco;problemi respiratori;31
15/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
15/01/2025 00:00;Nord;Istituto dei Tumori;trauma;7
15/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
15/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
15/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;31
16/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;4
16/01/2025 00:00;Nord;Ospedale Niguarda;trauma;2
16/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
16/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
16/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;46
16/01/2025 00:00;Est;Policlinico di Milano;altre cause;1
16/01/2025 00:00;Est;Policlinico di Milano;trauma;4
16/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
16/01/2025 00:00;Est;Policlinico di Milano;infezioni;0
16/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;51
16/01/2025 00:00;Est;San Raffaele;altre cause;6
16/01/2025 00:00;Est;San Raffaele;trauma;1
16/01/2025 00:00;Est;San Raffaele;cardiopatie;4
16/01/2025 00:00;Est;San Raffaele;infezioni;2
16/01/2025 00:00;Est;San Raffaele;problemi respiratori;55
16/01/2025 00:00;Centro;Humanitas;altre cause;2
16/01/2025 00:00;Centro;Humanitas;trauma;2
16/01/2025 00:00;Centro;Humanitas;cardiopatie;3
16/01/2025 00:00;Centro;Humanitas;infezioni;3
16/01/2025 00:00;Centro;Humanitas;problemi respiratori;26
16/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
16/01/2025 00:00;Sud-Ovest;San Paolo;trauma;2
16/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
16/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
16/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;46
16/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;13
16/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
16/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
16/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
16/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;48
16/01/2025 00:00;Centro;Galeazzi;altre cause;5
16/01/2025 00:00;Centro;Galeazzi;trauma;1
16/01/2025 00:00;Centro;Galeazzi;cardiopatie;3
16/01/2025 00:00;Centro;Galeazzi;infezioni;5
16/01/2025 00:00;Centro;Galeazzi;problemi respiratori;26
16/01/2025 00:00;Nord;Buzzi;altre cause;7
16/01/2025 00:00;Nord;Buzzi;trauma;1
16/01/2025 00:00;Nord;Buzzi;cardiopatie;2
16/01/2025 00:00;Nord;Buzzi;infezioni;0
16/01/2025 00:00;Nord;Buzzi;problemi respiratori;47
16/01/2025 00:00;Nord;Sacco;altre cause;13
16/01/2025 00:00;Nord;Sacco;trauma;2
16/01/2025 00:00;Nord;Sacco;cardiopatie;4
16/01/2025 00:00;Nord;Sacco;infezioni;4
16/01/2025 00:00;Nord;Sacco;problemi respiratori;46
16/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
16/01/2025 00:00;Nord;Istituto dei Tumori;trauma;7
16/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
16/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
16/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;49
17/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
17/01/2025 00:00;Nord;Ospedale Niguarda;trauma;2
17/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
17/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
17/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;40
17/01/2025 00:00;Est;Policlinico di Milano;altre cause;1
17/01/2025 00:00;Est;Policlinico di Milano;trauma;1
17/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
17/01/2025 00:00;Est;Policlinico di Milano;infezioni;0
17/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;47
17/01/2025 00:00;Est;San Raffaele;altre cause;7
17/01/2025 00:00;Est;San Raffaele;trauma;0
17/01/2025 00:00;Est;San Raffaele;cardiopatie;3
17/01/2025 00:00;Est;San Raffaele;infezioni;0
17/01/2025 00:00;Est;San Raffaele;problemi respiratori;52
17/01/2025 00:00;Centro;Humanitas;altre cause;2
17/01/2025 00:00;Centro;Humanitas;trauma;5
17/01/2025 00:00;Centro;Humanitas;cardiopatie;1
17/01/2025 00:00;Centro;Humanitas;infezioni;3
17/01/2025 00:00;Centro;Humanitas;problemi respiratori;25
17/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
17/01/2025 00:00;Sud-Ovest;San Paolo;trauma;0
17/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
17/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
17/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;36
17/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
17/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
17/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
17/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;2
17/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;38
17/01/2025 00:00;Centro;Galeazzi;altre cause;6
17/01/2025 00:00;Centro;Galeazzi;trauma;0
17/01/2025 00:00;Centro;Galeazzi;cardiopatie;2
17/01/2025 00:00;Centro;Galeazzi;infezioni;6
17/01/2025 00:00;Centro;Galeazzi;problemi respiratori;23
17/01/2025 00:00;Nord;Buzzi;altre cause;7
17/01/2025 00:00;Nord;Buzzi;trauma;2
17/01/2025 00:00;Nord;Buzzi;cardiopatie;2
17/01/2025 00:00;Nord;Buzzi;infezioni;0
17/01/2025 00:00;Nord;Buzzi;problemi respiratori;39
17/01/2025 00:00;Nord;Sacco;altre cause;14
17/01/2025 00:00;Nord;Sacco;trauma;3
17/01/2025 00:00;Nord;Sacco;cardiopatie;4
17/01/2025 00:00;Nord;Sacco;infezioni;3
17/01/2025 00:00;Nord;Sacco;problemi respiratori;37
17/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;8
17/01/2025 00:00;Nord;Istituto dei Tumori;trauma;6
17/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
17/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
17/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;38
18/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
18/01/2025 00:00;Nord;Ospedale Niguarda;trauma;3
18/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;3
18/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
18/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;3
18/01/2025 00:00;Est;Policlinico di Milano;altre cause;1
18/01/2025 00:00;Est;Policlinico di Milano;trauma;0
18/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;2
18/01/2025 00:00;Est;Policlinico di Milano;infezioni;1
18/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;2
18/01/2025 00:00;Est;San Raffaele;altre cause;6
18/01/2025 00:00;Est;San Raffaele;trauma;2
18/01/2025 00:00;Est;San Raffaele;cardiopatie;3
18/01/2025 00:00;Est;San Raffaele;infezioni;3
18/01/2025 00:00;Est;San Raffaele;problemi respiratori;1
18/01/2025 00:00;Centro;Humanitas;altre cause;1
18/01/2025 00:00;Centro;Humanitas;trauma;5
18/01/2025 00:00;Centro;Humanitas;cardiopatie;0
18/01/2025 00:00;Centro;Humanitas;infezioni;5
18/01/2025 00:00;Centro;Humanitas;problemi respiratori;2
18/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
18/01/2025 00:00;Sud-Ovest;San Paolo;trauma;0
18/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
18/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
18/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
18/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
18/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
18/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
18/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
18/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
18/01/2025 00:00;Centro;Galeazzi;altre cause;7
18/01/2025 00:00;Centro;Galeazzi;trauma;1
18/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
18/01/2025 00:00;Centro;Galeazzi;infezioni;7
18/01/2025 00:00;Centro;Galeazzi;problemi respiratori;1
18/01/2025 00:00;Nord;Buzzi;altre cause;8
18/01/2025 00:00;Nord;Buzzi;trauma;5
18/01/2025 00:00;Nord;Buzzi;cardiopatie;1
18/01/2025 00:00;Nord;Buzzi;infezioni;1
18/01/2025 00:00;Nord;Buzzi;problemi respiratori;2
18/01/2025 00:00;Nord;Sacco;altre cause;13
18/01/2025 00:00;Nord;Sacco;trauma;4
18/01/2025 00:00;Nord;Sacco;cardiopatie;3
18/01/2025 00:00;Nord;Sacco;infezioni;4
18/01/2025 00:00;Nord;Sacco;problemi respiratori;2
18/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
18/01/2025 00:00;Nord;Istituto dei Tumori;trauma;7
18/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
18/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;1
18/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;0
19/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
19/01/2025 00:00;Nord;Ospedale Niguarda;trauma;5
19/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
19/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
19/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;1
19/01/2025 00:00;Est;Policlinico di Milano;altre cause;0
19/01/2025 00:00;Est;Policlinico di Milano;trauma;3
19/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;2
19/01/2025 00:00;Est;Policlinico di Milano;infezioni;4
19/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;3
19/01/2025 00:00;Est;San Raffaele;altre cause;9
19/01/2025 00:00;Est;San Raffaele;trauma;2
19/01/2025 00:00;Est;San Raffaele;cardiopatie;2
19/01/2025 00:00;Est;San Raffaele;infezioni;2
19/01/2025 00:00;Est;San Raffaele;problemi respiratori;1
19/01/2025 00:00;Centro;Humanitas;altre cause;0
19/01/2025 00:00;Centro;Humanitas;trauma;5
19/01/2025 00:00;Centro;Humanitas;cardiopatie;0
19/01/2025 00:00;Centro;Humanitas;infezioni;5
19/01/2025 00:00;Centro;Humanitas;problemi respiratori;1
19/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
19/01/2025 00:00;Sud-Ovest;San Paolo;trauma;1
19/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
19/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
19/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
19/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
19/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
19/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
19/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
19/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;0
19/01/2025 00:00;Centro;Galeazzi;altre cause;5
19/01/2025 00:00;Centro;Galeazzi;trauma;0
19/01/2025 00:00;Centro;Galeazzi;cardiopatie;4
19/01/2025 00:00;Centro;Galeazzi;infezioni;4
19/01/2025 00:00;Centro;Galeazzi;problemi respiratori;1
19/01/2025 00:00;Nord;Buzzi;altre cause;5
19/01/2025 00:00;Nord;Buzzi;trauma;1
19/01/2025 00:00;Nord;Buzzi;cardiopatie;4
19/01/2025 00:00;Nord;Buzzi;infezioni;0
19/01/2025 00:00;Nord;Buzzi;problemi respiratori;1
19/01/2025 00:00;Nord;Sacco;altre cause;14
19/01/2025 00:00;Nord;Sacco;trauma;3
19/01/2025 00:00;Nord;Sacco;cardiopatie;2
19/01/2025 00:00;Nord;Sacco;infezioni;2
19/01/2025 00:00;Nord;Sacco;problemi respiratori;0
19/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
19/01/2025 00:00;Nord;Istituto dei Tumori;trauma;6
19/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
19/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
19/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;1
20/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
20/01/2025 00:00;Nord;Ospedale Niguarda;trauma;2
20/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
20/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
20/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;31
20/01/2025 00:00;Est;Policlinico di Milano;altre cause;2
20/01/2025 00:00;Est;Policlinico di Milano;trauma;0
20/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;2
20/01/2025 00:00;Est;Policlinico di Milano;infezioni;1
20/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;37
20/01/2025 00:00;Est;San Raffaele;altre cause;10
20/01/2025 00:00;Est;San Raffaele;trauma;1
20/01/2025 00:00;Est;San Raffaele;cardiopatie;1
20/01/2025 00:00;Est;San Raffaele;infezioni;4
20/01/2025 00:00;Est;San Raffaele;problemi respiratori;39
20/01/2025 00:00;Centro;Humanitas;altre cause;2
20/01/2025 00:00;Centro;Humanitas;trauma;5
20/01/2025 00:00;Centro;Humanitas;cardiopatie;0
20/01/2025 00:00;Centro;Humanitas;infezioni;7
20/01/2025 00:00;Centro;Humanitas;problemi respiratori;19
20/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
20/01/2025 00:00;Sud-Ovest;San Paolo;trauma;0
20/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
20/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
20/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;30
20/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
20/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
20/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
20/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;2
20/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;27
20/01/2025 00:00;Centro;Galeazzi;altre cause;8
20/01/2025 00:00;Centro;Galeazzi;trauma;0
20/01/2025 00:00;Centro;Galeazzi;cardiopatie;3
20/01/2025 00:00;Centro;Galeazzi;infezioni;6
20/01/2025 00:00;Centro;Galeazzi;problemi respiratori;20
20/01/2025 00:00;Nord;Buzzi;altre cause;5
20/01/2025 00:00;Nord;Buzzi;trauma;4
20/01/2025 00:00;Nord;Buzzi;cardiopatie;2
20/01/2025 00:00;Nord;Buzzi;infezioni;0
20/01/2025 00:00;Nord;Buzzi;problemi respiratori;32
20/01/2025 00:00;Nord;Sacco;altre cause;12
20/01/2025 00:00;Nord;Sacco;trauma;4
20/01/2025 00:00;Nord;Sacco;cardiopatie;3
20/01/2025 00:00;Nord;Sacco;infezioni;2
20/01/2025 00:00;Nord;Sacco;problemi respiratori;31
20/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
20/01/2025 00:00;Nord;Istituto dei Tumori;trauma;6
20/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
20/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
20/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;29
21/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
21/01/2025 00:00;Nord;Ospedale Niguarda;trauma;2
21/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
21/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;2
21/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;22
21/01/2025 00:00;Est;Policlinico di Milano;altre cause;2
21/01/2025 00:00;Est;Policlinico di Milano;trauma;1
21/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
21/01/2025 00:00;Est;Policlinico di Milano;infezioni;0
21/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;24
21/01/2025 00:00;Est;San Raffaele;altre cause;8
21/01/2025 00:00;Est;San Raffaele;trauma;2
21/01/2025 00:00;Est;San Raffaele;cardiopatie;3
21/01/2025 00:00;Est;San Raffaele;infezioni;0
21/01/2025 00:00;Est;San Raffaele;problemi respiratori;26
21/01/2025 00:00;Centro;Humanitas;altre cause;1
21/01/2025 00:00;Centro;Humanitas;trauma;5
21/01/2025 00:00;Centro;Humanitas;cardiopatie;3
21/01/2025 00:00;Centro;Humanitas;infezioni;5
21/01/2025 00:00;Centro;Humanitas;problemi respiratori;14
21/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
21/01/2025 00:00;Sud-Ovest;San Paolo;trauma;2
21/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;5
21/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
21/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;22
21/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
21/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
21/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
21/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;2
21/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;21
21/01/2025 00:00;Centro;Galeazzi;altre cause;6
21/01/2025 00:00;Centro;Galeazzi;trauma;2
21/01/2025 00:00;Centro;Galeazzi;cardiopatie;3
21/01/2025 00:00;Centro;Galeazzi;infezioni;6
21/01/2025 00:00;Centro;Galeazzi;problemi respiratori;15
21/01/2025 00:00;Nord;Buzzi;altre cause;6
21/01/2025 00:00;Nord;Buzzi;trauma;4
21/01/2025 00:00;Nord;Buzzi;cardiopatie;4
21/01/2025 00:00;Nord;Buzzi;infezioni;1
21/01/2025 00:00;Nord;Buzzi;problemi respiratori;21
21/01/2025 00:00;Nord;Sacco;altre cause;14
21/01/2025 00:00;Nord;Sacco;trauma;3
21/01/2025 00:00;Nord;Sacco;cardiopatie;1
21/01/2025 00:00;Nord;Sacco;infezioni;2
21/01/2025 00:00;Nord;Sacco;problemi respiratori;19
21/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
21/01/2025 00:00;Nord;Istituto dei Tumori;trauma;5
21/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
21/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
21/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;23
22/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
22/01/2025 00:00;Nord;Ospedale Niguarda;trauma;2
22/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
22/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
22/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;28
22/01/2025 00:00;Est;Policlinico di Milano;altre cause;2
22/01/2025 00:00;Est;Policlinico di Milano;trauma;3
22/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
22/01/2025 00:00;Est;Policlinico di Milano;infezioni;2
22/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;25
22/01/2025 00:00;Est;San Raffaele;altre cause;7
22/01/2025 00:00;Est;San Raffaele;trauma;3
22/01/2025 00:00;Est;San Raffaele;cardiopatie;5
22/01/2025 00:00;Est;San Raffaele;infezioni;3
22/01/2025 00:00;Est;San Raffaele;problemi respiratori;26
22/01/2025 00:00;Centro;Humanitas;altre cause;0
22/01/2025 00:00;Centro;Humanitas;trauma;1
22/01/2025 00:00;Centro;Humanitas;cardiopatie;3
22/01/2025 00:00;Centro;Humanitas;infezioni;5
22/01/2025 00:00;Centro;Humanitas;problemi respiratori;14
22/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
22/01/2025 00:00;Sud-Ovest;San Paolo;trauma;3
22/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
22/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
22/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;25
22/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
22/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
22/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
22/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
22/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;26
22/01/2025 00:00;Centro;Galeazzi;altre cause;9
22/01/2025 00:00;Centro;Galeazzi;trauma;1
22/01/2025 00:00;Centro;Galeazzi;cardiopatie;3
22/01/2025 00:00;Centro;Galeazzi;infezioni;5
22/01/2025 00:00;Centro;Galeazzi;problemi respiratori;15
22/01/2025 00:00;Nord;Buzzi;altre cause;6
22/01/2025 00:00;Nord;Buzzi;trauma;2
22/01/2025 00:00;Nord;Buzzi;cardiopatie;3
22/01/2025 00:00;Nord;Buzzi;infezioni;0
22/01/2025 00:00;Nord;Buzzi;problemi respiratori;27
22/01/2025 00:00;Nord;Sacco;altre cause;12
22/01/2025 00:00;Nord;Sacco;trauma;2
22/01/2025 00:00;Nord;Sacco;cardiopatie;4
22/01/2025 00:00;Nord;Sacco;infezioni;2
22/01/2025 00:00;Nord;Sacco;problemi respiratori;24
22/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
22/01/2025 00:00;Nord;Istituto dei Tumori;trauma;4
22/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
22/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
22/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;24
23/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
23/01/2025 00:00;Nord;Ospedale Niguarda;trauma;4
23/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
23/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
23/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;26
23/01/2025 00:00;Est;Policlinico di Milano;altre cause;0
23/01/2025 00:00;Est;Policlinico di Milano;trauma;0
23/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
23/01/2025 00:00;Est;Policlinico di Milano;infezioni;3
23/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;34
23/01/2025 00:00;Est;San Raffaele;altre cause;10
23/01/2025 00:00;Est;San Raffaele;trauma;1
23/01/2025 00:00;Est;San Raffaele;cardiopatie;3
23/01/2025 00:00;Est;San Raffaele;infezioni;1
23/01/2025 00:00;Est;San Raffaele;problemi respiratori;32
23/01/2025 00:00;Centro;Humanitas;altre cause;1
23/01/2025 00:00;Centro;Humanitas;trauma;5
23/01/2025 00:00;Centro;Humanitas;cardiopatie;2
23/01/2025 00:00;Centro;Humanitas;infezioni;3
23/01/2025 00:00;Centro;Humanitas;problemi respiratori;16
23/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;10
23/01/2025 00:00;Sud-Ovest;San Paolo;trauma;0
23/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
23/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
23/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;26
23/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;13
23/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
23/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
23/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
23/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;25
23/01/2025 00:00;Centro;Galeazzi;altre cause;6
23/01/2025 00:00;Centro;Galeazzi;trauma;1
23/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
23/01/2025 00:00;Centro;Galeazzi;infezioni;3
23/01/2025 00:00;Centro;Galeazzi;problemi respiratori;15
23/01/2025 00:00;Nord;Buzzi;altre cause;8
23/01/2025 00:00;Nord;Buzzi;trauma;1
23/01/2025 00:00;Nord;Buzzi;cardiopatie;4
23/01/2025 00:00;Nord;Buzzi;infezioni;0
23/01/2025 00:00;Nord;Buzzi;problemi respiratori;22
23/01/2025 00:00;Nord;Sacco;altre cause;12
23/01/2025 00:00;Nord;Sacco;trauma;5
23/01/2025 00:00;Nord;Sacco;cardiopatie;1
23/01/2025 00:00;Nord;Sacco;infezioni;1
23/01/2025 00:00;Nord;Sacco;problemi respiratori;26
23/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;8
23/01/2025 00:00;Nord;Istituto dei Tumori;trauma;4
23/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
23/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
23/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;25
24/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
24/01/2025 00:00;Nord;Ospedale Niguarda;trauma;1
24/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
24/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;4
24/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;24
24/01/2025 00:00;Est;Policlinico di Milano;altre cause;0
24/01/2025 00:00;Est;Policlinico di Milano;trauma;1
24/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
24/01/2025 00:00;Est;Policlinico di Milano;infezioni;3
24/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;22
24/01/2025 00:00;Est;San Raffaele;altre cause;6
24/01/2025 00:00;Est;San Raffaele;trauma;3
24/01/2025 00:00;Est;San Raffaele;cardiopatie;3
24/01/2025 00:00;Est;San Raffaele;infezioni;2
24/01/2025 00:00;Est;San Raffaele;problemi respiratori;25
24/01/2025 00:00;Centro;Humanitas;altre cause;0
24/01/2025 00:00;Centro;Humanitas;trauma;4
24/01/2025 00:00;Centro;Humanitas;cardiopatie;0
24/01/2025 00:00;Centro;Humanitas;infezioni;3
24/01/2025 00:00;Centro;Humanitas;problemi respiratori;13
24/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
24/01/2025 00:00;Sud-Ovest;San Paolo;trauma;3
24/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
24/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;3
24/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;20
24/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
24/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
24/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
24/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
24/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;20
24/01/2025 00:00;Centro;Galeazzi;altre cause;6
24/01/2025 00:00;Centro;Galeazzi;trauma;2
